CodCuenta;Cuenta;Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sept;Oct;Nov;Dic
2212;x;;;0;;;;;;;;;
2213;x;;;0;;;;;;;;;
2218;x;;;;;;;;;;;;144000
2224;x;;;;;;;;;;;;25000
