CodCuenta;Cuenta;Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sept;Oct;Nov;Dic
4010102001;Ingresos por Certificacion SELLO;20464.48;16954.56;41175.35;19073.88;28459.44;20346.6;4176;34151.33;74444.32;54041.29;42657.84;71352.39
