CodCuenta;Cuenta;Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sept;Oct;Nov;Dic
4010101000;INGRESOS OI;0;0;0;0;0;0;20014.99635;12507.13198;14687.64274;15199.29634;14626.51823;10687.65926
